"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Injury Intent"	"Injury Intent Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"Florida"	"12"	"2002"	"2002"	"Suicide"	"2"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	126	16689370	0.8
	"Florida"	"12"	"2002"	"2002"	"Suicide"	"2"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	886	16689370	5.3
	"Florida"	"12"	"2002"	"2002"	"Homicide"	"3"	"Assault by handgun discharge"	"X93"	26	16689370	0.2
	"Florida"	"12"	"2002"	"2002"	"Homicide"	"3"	"Assault by rifle, shotgun and larger firearm discharge"	"X94"	26	16689370	0.2
	"Florida"	"12"	"2002"	"2002"	"Homicide"	"3"	"Assault by other and unspecified firearm discharge"	"X95"	583	16689370	3.5
	"Florida"	"12"	"2003"	"2003"	"Unintentional"	"1"	"Discharge from other and unspecified firearms"	"W34"	21	17004085	0.1
	"Florida"	"12"	"2003"	"2003"	"Suicide"	"2"	"Intentional self-harm by handgun discharge"	"X72"	198	17004085	1.2
	"Florida"	"12"	"2003"	"2003"	"Suicide"	"2"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	115	17004085	0.7
	"Florida"	"12"	"2003"	"2003"	"Suicide"	"2"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	929	17004085	5.5
	"Florida"	"12"	"2003"	"2003"	"Homicide"	"3"	"Assault by handgun discharge"	"X93"	13	17004085	Unreliable
	"Florida"	"12"	"2003"	"2003"	"Homicide"	"3"	"Assault by rifle, shotgun and larger firearm discharge"	"X94"	20	17004085	0.1
	"Florida"	"12"	"2003"	"2003"	"Homicide"	"3"	"Assault by other and unspecified firearm discharge"	"X95"	627	17004085	3.7
	"Florida"	"12"	"2004"	"2004"	"Unintentional"	"1"	"Discharge from other and unspecified firearms"	"W34"	14	17415318	Unreliable
	"Florida"	"12"	"2004"	"2004"	"Suicide"	"2"	"Intentional self-harm by handgun discharge"	"X72"	213	17415318	1.2
	"Florida"	"12"	"2004"	"2004"	"Suicide"	"2"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	128	17415318	0.7
	"Florida"	"12"	"2004"	"2004"	"Suicide"	"2"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	856	17415318	4.9
	"Florida"	"12"	"2004"	"2004"	"Homicide"	"3"	"Assault by handgun discharge"	"X93"	29	17415318	0.2
	"Florida"	"12"	"2004"	"2004"	"Homicide"	"3"	"Assault by rifle, shotgun and larger firearm discharge"	"X94"	31	17415318	0.2
	"Florida"	"12"	"2004"	"2004"	"Homicide"	"3"	"Assault by other and unspecified firearm discharge"	"X95"	587	17415318	3.4
	"Florida"	"12"	"2005"	"2005"	"Unintentional"	"1"	"Discharge from other and unspecified firearms"	"W34"	15	17842038	Unreliable
	"Florida"	"12"	"2005"	"2005"	"Suicide"	"2"	"Intentional self-harm by handgun discharge"	"X72"	207	17842038	1.2
	"Florida"	"12"	"2005"	"2005"	"Suicide"	"2"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	121	17842038	0.7
	"Florida"	"12"	"2005"	"2005"	"Suicide"	"2"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	835	17842038	4.7
	"Florida"	"12"	"2005"	"2005"	"Homicide"	"3"	"Assault by handgun discharge"	"X93"	39	17842038	0.2
	"Florida"	"12"	"2005"	"2005"	"Homicide"	"3"	"Assault by rifle, shotgun and larger firearm discharge"	"X94"	28	17842038	0.2
	"Florida"	"12"	"2005"	"2005"	"Homicide"	"3"	"Assault by other and unspecified firearm discharge"	"X95"	564	17842038	3.2
	"Florida"	"12"	"2006"	"2006"	"Unintentional"	"1"	"Discharge from other and unspecified firearms"	"W34"	17	18166990	Unreliable
	"Florida"	"12"	"2006"	"2006"	"Suicide"	"2"	"Intentional self-harm by handgun discharge"	"X72"	224	18166990	1.2
	"Florida"	"12"	"2006"	"2006"	"Suicide"	"2"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	147	18166990	0.8
	"Florida"	"12"	"2006"	"2006"	"Suicide"	"2"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	856	18166990	4.7
	"Florida"	"12"	"2006"	"2006"	"Homicide"	"3"	"Assault by handgun discharge"	"X93"	46	18166990	0.3
	"Florida"	"12"	"2006"	"2006"	"Homicide"	"3"	"Assault by rifle, shotgun and larger firearm discharge"	"X94"	31	18166990	0.2
	"Florida"	"12"	"2006"	"2006"	"Homicide"	"3"	"Assault by other and unspecified firearm discharge"	"X95"	726	18166990	4.0
	"Florida"	"12"	"2007"	"2007"	"Unintentional"	"1"	"Discharge from other and unspecified firearms"	"W34"	13	18367842	Unreliable
	"Florida"	"12"	"2007"	"2007"	"Suicide"	"2"	"Intentional self-harm by handgun discharge"	"X72"	278	18367842	1.5
	"Florida"	"12"	"2007"	"2007"	"Suicide"	"2"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	134	18367842	0.7
	"Florida"	"12"	"2007"	"2007"	"Suicide"	"2"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	872	18367842	4.7
	"Florida"	"12"	"2007"	"2007"	"Homicide"	"3"	"Assault by handgun discharge"	"X93"	69	18367842	0.4
	"Florida"	"12"	"2007"	"2007"	"Homicide"	"3"	"Assault by rifle, shotgun and larger firearm discharge"	"X94"	32	18367842	0.2
	"Florida"	"12"	"2007"	"2007"	"Homicide"	"3"	"Assault by other and unspecified firearm discharge"	"X95"	834	18367842	4.5
	"Florida"	"12"	"2008"	"2008"	"Unintentional"	"1"	"Discharge from other and unspecified firearms"	"W34"	12	18527305	Unreliable
	"Florida"	"12"	"2008"	"2008"	"Suicide"	"2"	"Intentional self-harm by handgun discharge"	"X72"	313	18527305	1.7
	"Florida"	"12"	"2008"	"2008"	"Suicide"	"2"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	181	18527305	1.0
	"Florida"	"12"	"2008"	"2008"	"Suicide"	"2"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	903	18527305	4.9
	"Florida"	"12"	"2008"	"2008"	"Homicide"	"3"	"Assault by handgun discharge"	"X93"	80	18527305	0.4
	"Florida"	"12"	"2008"	"2008"	"Homicide"	"3"	"Assault by rifle, shotgun and larger firearm discharge"	"X94"	44	18527305	0.2
	"Florida"	"12"	"2008"	"2008"	"Homicide"	"3"	"Assault by other and unspecified firearm discharge"	"X95"	762	18527305	4.1
	"Florida"	"12"	"2009"	"2009"	"Unintentional"	"1"	"Discharge from other and unspecified firearms"	"W34"	13	18652644	Unreliable
	"Florida"	"12"	"2009"	"2009"	"Suicide"	"2"	"Intentional self-harm by handgun discharge"	"X72"	322	18652644	1.7
	"Florida"	"12"	"2009"	"2009"	"Suicide"	"2"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	156	18652644	0.8
	"Florida"	"12"	"2009"	"2009"	"Suicide"	"2"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	994	18652644	5.3
	"Florida"	"12"	"2009"	"2009"	"Homicide"	"3"	"Assault by handgun discharge"	"X93"	86	18652644	0.5
	"Florida"	"12"	"2009"	"2009"	"Homicide"	"3"	"Assault by rifle, shotgun and larger firearm discharge"	"X94"	48	18652644	0.3
	"Florida"	"12"	"2009"	"2009"	"Homicide"	"3"	"Assault by other and unspecified firearm discharge"	"X95"	670	18652644	3.6
	"Florida"	"12"	"2010"	"2010"	"Unintentional"	"1"	"Discharge from other and unspecified firearms"	"W34"	11	18801310	Unreliable
	"Florida"	"12"	"2010"	"2010"	"Suicide"	"2"	"Intentional self-harm by handgun discharge"	"X72"	318	18801310	1.7
	"Florida"	"12"	"2010"	"2010"	"Suicide"	"2"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	143	18801310	0.8
	"Florida"	"12"	"2010"	"2010"	"Suicide"	"2"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	993	18801310	5.3
	"Florida"	"12"	"2010"	"2010"	"Homicide"	"3"	"Assault by handgun discharge"	"X93"	89	18801310	0.5
	"Florida"	"12"	"2010"	"2010"	"Homicide"	"3"	"Assault by rifle, shotgun and larger firearm discharge"	"X94"	31	18801310	0.2
	"Florida"	"12"	"2010"	"2010"	"Homicide"	"3"	"Assault by other and unspecified firearm discharge"	"X95"	647	18801310	3.4
	"Florida"	"12"	"2011"	"2011"	"Unintentional"	"1"	"Discharge from other and unspecified firearms"	"W34"	19	19057542	Unreliable
	"Florida"	"12"	"2011"	"2011"	"Suicide"	"2"	"Intentional self-harm by handgun discharge"	"X72"	325	19057542	1.7
	"Florida"	"12"	"2011"	"2011"	"Suicide"	"2"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	167	19057542	0.9
	"Florida"	"12"	"2011"	"2011"	"Suicide"	"2"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	998	19057542	5.2
	"Florida"	"12"	"2011"	"2011"	"Homicide"	"3"	"Assault by handgun discharge"	"X93"	75	19057542	0.4
	"Florida"	"12"	"2011"	"2011"	"Homicide"	"3"	"Assault by rifle, shotgun and larger firearm discharge"	"X94"	34	19057542	0.2
	"Florida"	"12"	"2011"	"2011"	"Homicide"	"3"	"Assault by other and unspecified firearm discharge"	"X95"	708	19057542	3.7
	"Florida"	"12"	"2012"	"2012"	"Unintentional"	"1"	"Discharge from other and unspecified firearms"	"W34"	15	19317568	Unreliable
	"Florida"	"12"	"2012"	"2012"	"Suicide"	"2"	"Intentional self-harm by handgun discharge"	"X72"	364	19317568	1.9
	"Florida"	"12"	"2012"	"2012"	"Suicide"	"2"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	175	19317568	0.9
	"Florida"	"12"	"2012"	"2012"	"Suicide"	"2"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	1011	19317568	5.2
	"Florida"	"12"	"2012"	"2012"	"Homicide"	"3"	"Assault by handgun discharge"	"X93"	98	19317568	0.5
	"Florida"	"12"	"2012"	"2012"	"Homicide"	"3"	"Assault by rifle, shotgun and larger firearm discharge"	"X94"	35	19317568	0.2
	"Florida"	"12"	"2012"	"2012"	"Homicide"	"3"	"Assault by other and unspecified firearm discharge"	"X95"	729	19317568	3.8
	"Florida"	"12"	"2013"	"2013"	"Unintentional"	"1"	"Discharge from other and unspecified firearms"	"W34"	15	19552860	Unreliable
	"Florida"	"12"	"2013"	"2013"	"Suicide"	"2"	"Intentional self-harm by handgun discharge"	"X72"	399	19552860	2.0
	"Florida"	"12"	"2013"	"2013"	"Suicide"	"2"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	164	19552860	0.8
	"Florida"	"12"	"2013"	"2013"	"Suicide"	"2"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	1003	19552860	5.1
	"Florida"	"12"	"2013"	"2013"	"Homicide"	"3"	"Assault by handgun discharge"	"X93"	85	19552860	0.4
	"Florida"	"12"	"2013"	"2013"	"Homicide"	"3"	"Assault by rifle, shotgun and larger firearm discharge"	"X94"	23	19552860	0.1
	"Florida"	"12"	"2013"	"2013"	"Homicide"	"3"	"Assault by other and unspecified firearm discharge"	"X95"	708	19552860	3.6
	"Florida"	"12"	"2014"	"2014"	"Unintentional"	"1"	"Discharge from other and unspecified firearms"	"W34"	20	19893297	0.1
	"Florida"	"12"	"2014"	"2014"	"Suicide"	"2"	"Intentional self-harm by handgun discharge"	"X72"	400	19893297	2.0
	"Florida"	"12"	"2014"	"2014"	"Suicide"	"2"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	147	19893297	0.7
	"Florida"	"12"	"2014"	"2014"	"Suicide"	"2"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	991	19893297	5.0
	"Florida"	"12"	"2014"	"2014"	"Homicide"	"3"	"Assault by handgun discharge"	"X93"	100	19893297	0.5
	"Florida"	"12"	"2014"	"2014"	"Homicide"	"3"	"Assault by rifle, shotgun and larger firearm discharge"	"X94"	33	19893297	0.2
	"Florida"	"12"	"2014"	"2014"	"Homicide"	"3"	"Assault by other and unspecified firearm discharge"	"X95"	685	19893297	3.4
	"Florida"	"12"	"2015"	"2015"	"Unintentional"	"1"	"Discharge from other and unspecified firearms"	"W34"	24	20271272	0.1
	"Florida"	"12"	"2015"	"2015"	"Suicide"	"2"	"Intentional self-harm by handgun discharge"	"X72"	463	20271272	2.3
	"Florida"	"12"	"2015"	"2015"	"Suicide"	"2"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	150	20271272	0.7
	"Florida"	"12"	"2015"	"2015"	"Suicide"	"2"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	1017	20271272	5.0
	"Florida"	"12"	"2015"	"2015"	"Homicide"	"3"	"Assault by handgun discharge"	"X93"	118	20271272	0.6
	"Florida"	"12"	"2015"	"2015"	"Homicide"	"3"	"Assault by rifle, shotgun and larger firearm discharge"	"X94"	17	20271272	Unreliable
	"Florida"	"12"	"2015"	"2015"	"Homicide"	"3"	"Assault by other and unspecified firearm discharge"	"X95"	745	20271272	3.7
	"Florida"	"12"	"2016"	"2016"	"Suicide"	"2"	"Intentional self-harm by handgun discharge"	"X72"	482	20612439	2.3
	"Florida"	"12"	"2016"	"2016"	"Suicide"	"2"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	168	20612439	0.8
	"Florida"	"12"	"2016"	"2016"	"Suicide"	"2"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	1022	20612439	5.0
	"Florida"	"12"	"2016"	"2016"	"Homicide"	"3"	"Assault by handgun discharge"	"X93"	107	20612439	0.5
	"Florida"	"12"	"2016"	"2016"	"Homicide"	"3"	"Assault by rifle, shotgun and larger firearm discharge"	"X94"	31	20612439	0.2
	"Florida"	"12"	"2016"	"2016"	"Homicide"	"3"	"Assault by other and unspecified firearm discharge"	"X95"	854	20612439	4.1
	"Georgia"	"13"	"1999"	"1999"	"Unintentional"	"1"	"Discharge from other and unspecified firearms"	"W34"	15	8045965	Unreliable
	"Georgia"	"13"	"1999"	"1999"	"Suicide"	"2"	"Intentional self-harm by handgun discharge"	"X72"	60	8045965	0.7
	"Georgia"	"13"	"1999"	"1999"	"Suicide"	"2"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	55	8045965	0.7
	"Georgia"	"13"	"1999"	"1999"	"Suicide"	"2"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	513	8045965	6.4
	"Georgia"	"13"	"1999"	"1999"	"Homicide"	"3"	"Assault by handgun discharge"	"X93"	36	8045965	0.4
	"Georgia"	"13"	"1999"	"1999"	"Homicide"	"3"	"Assault by rifle, shotgun and larger firearm discharge"	"X94"	26	8045965	0.3
	"Georgia"	"13"	"1999"	"1999"	"Homicide"	"3"	"Assault by other and unspecified firearm discharge"	"X95"	376	8045965	4.7
	"Georgia"	"13"	"2000"	"2000"	"Unintentional"	"1"	"Discharge from other and unspecified firearms"	"W34"	31	8186453	0.4
	"Georgia"	"13"	"2000"	"2000"	"Suicide"	"2"	"Intentional self-harm by handgun discharge"	"X72"	64	8186453	0.8
	"Georgia"	"13"	"2000"	"2000"	"Suicide"	"2"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	53	8186453	0.6
	"Georgia"	"13"	"2000"	"2000"	"Suicide"	"2"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	471	8186453	5.8
	"Georgia"	"13"	"2000"	"2000"	"Homicide"	"3"	"Assault by handgun discharge"	"X93"	26	8186453	0.3
	"Georgia"	"13"	"2000"	"2000"	"Homicide"	"3"	"Assault by rifle, shotgun and larger firearm discharge"	"X94"	25	8186453	0.3
	"Georgia"	"13"	"2000"	"2000"	"Homicide"	"3"	"Assault by other and unspecified firearm discharge"	"X95"	391	8186453	4.8
	"Georgia"	"13"	"2001"	"2001"	"Unintentional"	"1"	"Discharge from other and unspecified firearms"	"W34"	21	8377038	0.3
	"Georgia"	"13"	"2001"	"2001"	"Suicide"	"2"	"Intentional self-harm by handgun discharge"	"X72"	72	8377038	0.9
	"Georgia"	"13"	"2001"	"2001"	"Suicide"	"2"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	54	8377038	0.6
	"Georgia"	"13"	"2001"	"2001"	"Suicide"	"2"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	500	8377038	6.0
	"Georgia"	"13"	"2001"	"2001"	"Homicide"	"3"	"Assault by handgun discharge"	"X93"	35	8377038	0.4
	"Georgia"	"13"	"2001"	"2001"	"Homicide"	"3"	"Assault by rifle, shotgun and larger firearm discharge"	"X94"	20	8377038	0.2
	"Georgia"	"13"	"2001"	"2001"	"Homicide"	"3"	"Assault by other and unspecified firearm discharge"	"X95"	399	8377038	4.8
	"Georgia"	"13"	"2002"	"2002"	"Unintentional"	"1"	"Discharge from other and unspecified firearms"	"W34"	14	8508256	Unreliable
	"Georgia"	"13"	"2002"	"2002"	"Suicide"	"2"	"Intentional self-harm by handgun discharge"	"X72"	68	8508256	0.8
	"Georgia"	"13"	"2002"	"2002"	"Suicide"	"2"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	72	8508256	0.8
	"Georgia"	"13"	"2002"	"2002"	"Suicide"	"2"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	474	8508256	5.6
	"Georgia"	"13"	"2002"	"2002"	"Homicide"	"3"	"Assault by handgun discharge"	"X93"	21	8508256	0.2
	"Georgia"	"13"	"2002"	"2002"	"Homicide"	"3"	"Assault by rifle, shotgun and larger firearm discharge"	"X94"	18	8508256	Unreliable
	"Georgia"	"13"	"2002"	"2002"	"Homicide"	"3"	"Assault by other and unspecified firearm discharge"	"X95"	438	8508256	5.1
	"Georgia"	"13"	"2003"	"2003"	"Unintentional"	"1"	"Discharge from other and unspecified firearms"	"W34"	12	8622793	Unreliable
	"Georgia"	"13"	"2003"	"2003"	"Suicide"	"2"	"Intentional self-harm by handgun discharge"	"X72"	68	8622793	0.8
	"Georgia"	"13"	"2003"	"2003"	"Suicide"	"2"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	61	8622793	0.7
	"Georgia"	"13"	"2003"	"2003"	"Suicide"	"2"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	527	8622793	6.1
	"Georgia"	"13"	"2003"	"2003"	"Homicide"	"3"	"Assault by handgun discharge"	"X93"	24	8622793	0.3
	"Georgia"	"13"	"2003"	"2003"	"Homicide"	"3"	"Assault by rifle, shotgun and larger firearm discharge"	"X94"	27	8622793	0.3
	"Georgia"	"13"	"2003"	"2003"	"Homicide"	"3"	"Assault by other and unspecified firearm discharge"	"X95"	442	8622793	5.1
	"Georgia"	"13"	"2004"	"2004"	"Unintentional"	"1"	"Discharge from other and unspecified firearms"	"W34"	19	8769252	Unreliable
	"Georgia"	"13"	"2004"	"2004"	"Suicide"	"2"	"Intentional self-harm by handgun discharge"	"X72"	67	8769252	0.8
	"Georgia"	"13"	"2004"	"2004"	"Suicide"	"2"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	49	8769252	0.6
	"Georgia"	"13"	"2004"	"2004"	"Suicide"	"2"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	489	8769252	5.6
	"Georgia"	"13"	"2004"	"2004"	"Homicide"	"3"	"Assault by handgun discharge"	"X93"	31	8769252	0.4
	"Georgia"	"13"	"2004"	"2004"	"Homicide"	"3"	"Assault by rifle, shotgun and larger firearm discharge"	"X94"	23	8769252	0.3
	"Georgia"	"13"	"2004"	"2004"	"Homicide"	"3"	"Assault by other and unspecified firearm discharge"	"X95"	365	8769252	4.2
	"Georgia"	"13"	"2005"	"2005"	"Unintentional"	"1"	"Discharge from other and unspecified firearms"	"W34"	14	8925922	Unreliable
	"Georgia"	"13"	"2005"	"2005"	"Suicide"	"2"	"Intentional self-harm by handgun discharge"	"X72"	75	8925922	0.8
	"Georgia"	"13"	"2005"	"2005"	"Suicide"	"2"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	51	8925922	0.6
	"Georgia"	"13"	"2005"	"2005"	"Suicide"	"2"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	464	8925922	5.2
	"Georgia"	"13"	"2005"	"2005"	"Homicide"	"3"	"Assault by handgun discharge"	"X93"	23	8925922	0.3
	"Georgia"	"13"	"2005"	"2005"	"Homicide"	"3"	"Assault by rifle, shotgun and larger firearm discharge"	"X94"	18	8925922	Unreliable
	"Georgia"	"13"	"2005"	"2005"	"Homicide"	"3"	"Assault by other and unspecified firearm discharge"	"X95"	398	8925922	4.5
	"Georgia"	"13"	"2006"	"2006"	"Unintentional"	"1"	"Discharge from other and unspecified firearms"	"W34"	19	9155813	Unreliable
	"Georgia"	"13"	"2006"	"2006"	"Suicide"	"2"	"Intentional self-harm by handgun discharge"	"X72"	99	9155813	1.1
	"Georgia"	"13"	"2006"	"2006"	"Suicide"	"2"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	48	9155813	0.5
	"Georgia"	"13"	"2006"	"2006"	"Suicide"	"2"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	453	9155813	4.9
	"Georgia"	"13"	"2006"	"2006"	"Homicide"	"3"	"Assault by handgun discharge"	"X93"	18	9155813	Unreliable
	"Georgia"	"13"	"2006"	"2006"	"Homicide"	"3"	"Assault by rifle, shotgun and larger firearm discharge"	"X94"	31	9155813	0.3
	"Georgia"	"13"	"2006"	"2006"	"Homicide"	"3"	"Assault by other and unspecified firearm discharge"	"X95"	446	9155813	4.9
	"Georgia"	"13"	"2007"	"2007"	"Unintentional"	"1"	"Discharge from other and unspecified firearms"	"W34"	17	9349988	Unreliable
	"Georgia"	"13"	"2007"	"2007"	"Suicide"	"2"	"Intentional self-harm by handgun discharge"	"X72"	111	9349988	1.2
	"Georgia"	"13"	"2007"	"2007"	"Suicide"	"2"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	50	9349988	0.5
	"Georgia"	"13"	"2007"	"2007"	"Suicide"	"2"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	480	9349988	5.1
	"Georgia"	"13"	"2007"	"2007"	"Homicide"	"3"	"Assault by handgun discharge"	"X93"	20	9349988	0.2
	"Georgia"	"13"	"2007"	"2007"	"Homicide"	"3"	"Assault by rifle, shotgun and larger firearm discharge"	"X94"	33	9349988	0.4
	"Georgia"	"13"	"2007"	"2007"	"Homicide"	"3"	"Assault by other and unspecified firearm discharge"	"X95"	504	9349988	5.4
	"Georgia"	"13"	"2008"	"2008"	"Unintentional"	"1"	"Discharge from other and unspecified firearms"	"W34"	27	9504843	0.3
	"Georgia"	"13"	"2008"	"2008"	"Suicide"	"2"	"Intentional self-harm by handgun discharge"	"X72"	87	9504843	0.9
	"Georgia"	"13"	"2008"	"2008"	"Suicide"	"2"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	41	9504843	0.4
	"Georgia"	"13"	"2008"	"2008"	"Suicide"	"2"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	488	9504843	5.1
	"Georgia"	"13"	"2008"	"2008"	"Homicide"	"3"	"Assault by handgun discharge"	"X93"	24	9504843	0.3
	"Georgia"	"13"	"2008"	"2008"	"Homicide"	"3"	"Assault by rifle, shotgun and larger firearm discharge"	"X94"	21	9504843	0.2
	"Georgia"	"13"	"2008"	"2008"	"Homicide"	"3"	"Assault by other and unspecified firearm discharge"	"X95"	470	9504843	4.9
	"Georgia"	"13"	"2009"	"2009"	"Unintentional"	"1"	"Discharge from other and unspecified firearms"	"W34"	18	9620846	Unreliable
	"Georgia"	"13"	"2009"	"2009"	"Suicide"	"2"	"Intentional self-harm by handgun discharge"	"X72"	122	9620846	1.3
	"Georgia"	"13"	"2009"	"2009"	"Suicide"	"2"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	55	9620846	0.6
	"Georgia"	"13"	"2009"	"2009"	"Suicide"	"2"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	566	9620846	5.9
	"Georgia"	"13"	"2009"	"2009"	"Homicide"	"3"	"Assault by handgun discharge"	"X93"	21	9620846	0.2
	"Georgia"	"13"	"2009"	"2009"	"Homicide"	"3"	"Assault by rifle, shotgun and larger firearm discharge"	"X94"	27	9620846	0.3
	"Georgia"	"13"	"2009"	"2009"	"Homicide"	"3"	"Assault by other and unspecified firearm discharge"	"X95"	408	9620846	4.2
	"Georgia"	"13"	"2010"	"2010"	"Unintentional"	"1"	"Discharge from other and unspecified firearms"	"W34"	32	9687653	0.3
	"Georgia"	"13"	"2010"	"2010"	"Suicide"	"2"	"Intentional self-harm by handgun discharge"	"X72"	118	9687653	1.2
	"Georgia"	"13"	"2010"	"2010"	"Suicide"	"2"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	53	9687653	0.5
	"Georgia"	"13"	"2010"	"2010"	"Suicide"	"2"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	547	9687653	5.6
	"Georgia"	"13"	"2010"	"2010"	"Homicide"	"3"	"Assault by handgun discharge"	"X93"	17	9687653	Unreliable
	"Georgia"	"13"	"2010"	"2010"	"Homicide"	"3"	"Assault by rifle, shotgun and larger firearm discharge"	"X94"	14	9687653	Unreliable
	"Georgia"	"13"	"2010"	"2010"	"Homicide"	"3"	"Assault by other and unspecified firearm discharge"	"X95"	412	9687653	4.3
	"Georgia"	"13"	"2011"	"2011"	"Unintentional"	"1"	"Discharge from other and unspecified firearms"	"W34"	19	9815210	Unreliable
	"Georgia"	"13"	"2011"	"2011"	"Suicide"	"2"	"Intentional self-harm by handgun discharge"	"X72"	152	9815210	1.5
	"Georgia"	"13"	"2011"	"2011"	"Suicide"	"2"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	59	9815210	0.6
	"Georgia"	"13"	"2011"	"2011"	"Suicide"	"2"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	531	9815210	5.4
	"Georgia"	"13"	"2011"	"2011"	"Homicide"	"3"	"Assault by handgun discharge"	"X93"	12	9815210	Unreliable
	"Georgia"	"13"	"2011"	"2011"	"Homicide"	"3"	"Assault by rifle, shotgun and larger firearm discharge"	"X94"	18	9815210	Unreliable
	"Georgia"	"13"	"2011"	"2011"	"Homicide"	"3"	"Assault by other and unspecified firearm discharge"	"X95"	409	9815210	4.2
	"Georgia"	"13"	"2012"	"2012"	"Unintentional"	"1"	"Discharge from other and unspecified firearms"	"W34"	28	9919945	0.3
	"Georgia"	"13"	"2012"	"2012"	"Suicide"	"2"	"Intentional self-harm by handgun discharge"	"X72"	157	9919945	1.6
	"Georgia"	"13"	"2012"	"2012"	"Suicide"	"2"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	44	9919945	0.4
	"Georgia"	"13"	"2012"	"2012"	"Suicide"	"2"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	549	9919945	5.5
	"Georgia"	"13"	"2012"	"2012"	"Homicide"	"3"	"Assault by handgun discharge"	"X93"	17	9919945	Unreliable
	"Georgia"	"13"	"2012"	"2012"	"Homicide"	"3"	"Assault by rifle, shotgun and larger firearm discharge"	"X94"	17	9919945	Unreliable
	"Georgia"	"13"	"2012"	"2012"	"Homicide"	"3"	"Assault by other and unspecified firearm discharge"	"X95"	447	9919945	4.5
	"Georgia"	"13"	"2013"	"2013"	"Unintentional"	"1"	"Discharge from other and unspecified firearms"	"W34"	21	9992167	0.2
	"Georgia"	"13"	"2013"	"2013"	"Suicide"	"2"	"Intentional self-harm by handgun discharge"	"X72"	176	9992167	1.8
